node1,node2,relation
23450,57054,interacts
CID000003958,CID000083786,C0973461
2826,6368,interacts
26052,58533,interacts
CID000002662,CID000004601,C0031256
CID000001978,CID000004889,C0231218
5202,5564,interacts
377841,50940,interacts
CID000003143,CID000072467,C0030312
4725,81892,interacts
CID000003062,CID000005426,C0023067
CID000001302,CID000004052,C0024236
CID000003672,CID000005212,C0002103
CID000003016,CID000034312,C0151786
2788,3351,interacts
CID000003062,CID000005523,C0917799
CID000003961,CID000004158,C0009421
55819,10517,interacts
CID000002022,CID000002249,C0038002
CID000001983,CID000004829,C0017574
CID000002803,CID000216326,C0013298
CID000004159,CID000010631,C0398353
CID000002471,CID000003325,C0026946
CID000002907,CID000004894,C0013456
CID000005095,CID000005514,C0032617
CID000003403,CID000003962,C1136085
CID000004054,CID000004900,C0152128
CID000002662,CID000054688,C0314719
CID000000772,CID000002978,C0009421
51343,672,interacts
7343,7270,interacts
CID000003154,CID000123620,C0020625
6464,3572,interacts
10287,4987,interacts
CID000003345,CID000027991,C0595939
CID000003639,CID000005152,C0149516
CID000000853,CID000004170,C0700200
CID000003961,CID000004171,C0232492
CID000002099,CID000003075,C0038454
CID000004058,CID000130881,C0020621
CID000001972,CID000002764,C0028081
CID000005578,CID000038904,C0002871
CID000003958,CID000004543,C0242362
CID000004927,CID000443871,C0010692
CID000002666,CID000004691,C0162298
CID000002375,CID000002541,C0030446
CID000003516,CID000005379,C0022408
CID000003878,CID000005002,C0041755
CID000003749,CID000003961,C0013604
CID000004253,CID000216326,C0162429
CID000004889,CID000110634,C0032285
CID000003746,CID005311297,C0003962
CID000003310,CID000004485,C0015672
CID000002541,CID000003958,C0021141
1308,5339,interacts
CID000003749,CID000004510,C0266813
CID000003639,CID000003954,C0015672
CID000004173,CID000005514,C0027404
CID000002909,CID000003958,C0031542
CID000000450,CID000004253,C0030446
CID000002250,CID000003793,C0267596
CID000002909,CID000004889,C0149725
CID000005005,CID000005391,C0020538
CID000005376,CID000006691,C0012833
CID000004583,CID000005656,C0267596
CID000004873,CID000060835,C0151908
CID000003476,CID000005732,C0020473
CID000002160,CID000003702,C0034186
CID000004595,CID000005203,C0034063
790,2805,interacts
CID000000772,CID000004991,C0021311
CID000003937,CID000005376,C0152031
CID000003325,CID000004679,C0037383
CID000003883,CID000004052,C0026764
CID000004170,CID000005523,C0018932
CID000004510,CID000004943,C0020672
CID000004107,CID004183806,C0020461
CID000003379,CID000054454,C0043094
CID000003032,CID000003393,C0012691
CID000003446,CID000060754,C0031117
CID000002088,CID000004058,C0014863
CID000004547,CID000005002,C0022346
CID000003350,CID000005596,C0314719
CID000003345,CID000005358,C0015468
CID000003658,CID000004583,C0019348
CID000002308,CID000004917,C0002962
5439,9441,interacts
CID000004543,CID000027661,C0041912
57469,79896,interacts
3858,2707,interacts
CID000002244,CID000004536,C0151706
CID000003672,CID000004509,C0033774
CID000000453,CID000003676,C0020473
340654,9517,interacts
57332,57096,interacts
604,57337,interacts
CID000004052,CID000005005,C0011991
CID000002083,CID000003826,C0039231
CID000002250,CID000005234,C0010054
CID000004691,CID000119607,C0002962
CID000004170,CID000160051,C0003850
9138,9026,interacts
CID000003255,CID000005234,C0442874
CID000004679,CID000005038,C0032533
CID000004679,CID000005212,C0008031
CID000002678,CID000003639,C0013395
CID000002802,CID000005212,C0022408
CID000002244,CID000002477,C0015256
CID000001983,CID000002471,C0004095
CID000002658,CID000003255,C1510472
CID000002818,CID000003449,C0003862
CID000002022,CID000005656,C0018799
6232,23148,interacts
CID000003958,CID000060865,C0000737
CID000003446,CID000004900,C0012569
CID000000596,CID000003883,C0018944
5579,7132,interacts
CID000000853,CID000002891,C0003872
CID000002524,CID000005514,C0035522
CID000002435,CID000005005,C0009806
CID000004253,CID003062316,C0010200
CID000001117,CID000002764,C0014868
CID000002269,CID000002308,C0034887
113802,122402,interacts
CID000002662,CID006398525,C0004093
8454,3301,interacts
CID000004594,CID000068740,C0028081
CID000003255,CID000003467,C0026858
CID000001983,CID000003419,C0016169
CID000001302,CID000003403,C0022660
CID000003961,CID000197712,C0035078
CID000002818,CID000005077,C1510475
CID000004112,CID000004159,C0027813
CID000004485,CID000004666,C0243026
CID000004585,CID000019090,C0029408
CID000002541,CID000003672,C0022679
CID000002088,CID000004943,C0086543
CID000001302,CID000005245,C0162323
CID000002249,CID000148211,C0009763
CID000054454,CID006447131,C0026267
CID000005578,CID000059708,C0003123
CID000000853,CID000072938,C0344232
CID000002576,CID000003715,C0020676
CID000003016,CID000005412,C0012569
CID000003639,CID000125889,C0041755
CID000002088,CID000003890,C0277925
CID000004173,CID000005656,C0428977
CID000002462,CID000002764,C0019655
CID000003222,CID000087177,C0021400
CID000003937,CID000005512,C0027796
CID000002771,CID000003652,C0020621
CID000003158,CID000004510,C0006277
CID000002637,CID000003325,C0019158
CID000003158,CID000003672,C0039070
CID000005394,CID000110635,C1145670
CID000003308,CID000005556,C0021400
CID000004543,CID000004900,C0152128
CID000004585,CID000005212,C0021141
CID000003325,CID000005090,C0007859
CID000002160,CID000004674,C1442903
CID000003440,CID000004834,C0034063
CID000003016,CID000004173,C0028259
818,3845,interacts
CID000002405,CID000087177,C0016977
CID000002462,CID000003158,C0009676
CID000004889,CID000005039,C0022679
CID000003154,CID000064147,C0015967
1359,2161,interacts
CID000002726,CID000003365,C0029442
CID000004112,CID000123620,C0028084
3596,2690,interacts
CID000005152,CID000124087,C0041912
CID000160051,CID006398525,C0020443
6782,22824,interacts
6625,8945,interacts
CID000003121,CID000003890,C0038454
CID000000937,CID000002249,C0041834
CID003468412,CID005481350,C0011175
273,4074,interacts
CID000003385,CID000005203,C0042487
CID000003559,CID003468412,C0017181
CID000001302,CID000004946,C0032781
10025,116931,interacts
CID000001978,CID000002666,C0042133
CID000004900,CID000041317,C0012813
CID000000444,CID000003463,C0836924
CID000002622,CID000003463,C0039231
CID000002678,CID000004927,C0149516
CID000005035,CID000093860,C0031256
CID000004168,CID005281104,C0020458
8106,10286,interacts
CID000004058,CID000004927,C0040034
CID000002895,CID000005064,C0232492
CID000004927,CID000005203,C0009938
CID000003365,CID005311297,C0008350
CID000005650,CID000060795,C0162316
10574,55135,interacts
CID000002576,CID000004583,C0553723
CID000002311,CID000002520,C0038454
CID000002662,CID000004829,C0011175
6093,9475,interacts
CID000003222,CID004659568,C0151632
CID000002250,CID000002267,C0030920
CID000001302,CID000005412,C0018932
CID000004583,CID000004635,C0265031
CID000060953,CID000068740,C0023798
7345,1027,interacts
CID000005039,CID000005487,C0232492
CID000003962,CID000005038,C0002622
CID000003345,CID000005152,C0013182
729230,2832,interacts
CID000003075,CID000003157,C0007787
CID000004485,CID003085017,C0085624
CID000002806,CID000003676,C0020458
CID000005647,CID000005656,C0221706
51172,8653,interacts
CID000005095,CID000068740,C0029443
CID000005523,CID000019090,C0012813
CID000005253,CID000054454,C0003537
CID000003222,CID000005005,C0000737
CID000005656,CID000068740,C0040822
CID000002650,CID000005645,C1260880
CID000003108,CID000004900,C0020672
CID000003657,CID000006691,C0018099
CID000002369,CID000003154,C0035305
CID000002187,CID000003222,C0013428
CID000003003,CID000003121,C0018681
CID000002666,CID000060854,C0227791
CID000002308,CID000002771,C0006277
79867,10227,interacts
CID000005064,CID000005090,C0003862
CID000002160,CID000003348,C0013604
CID000004075,CID000004168,C0043096
CID000004873,CID000060865,C0699744
727764,23764,interacts
CID000001117,CID000151165,C0009938
CID000003488,CID000010631,C0007787
CID000004635,CID000004679,C0017574
10421,10291,interacts
CID000003696,CID000054841,C0008033
3105,6199,interacts
CID000000444,CID000000861,C0008033
10120,100526693,interacts
CID000002658,CID000047320,C0151798
CID000003961,CID000006691,C0039239
6334,3736,interacts
CID000003222,CID000003724,C0032285
CID000002907,CID000104741,C0023530
CID000003937,CID000005732,C0149931
CID000003658,CID000005735,C0011860
CID000002771,CID000005650,C0037315
CID000003308,CID000003961,C0018800
CID000004510,CID000005650,C0085614
CID000002118,CID000002806,C0151632
9146,8328,interacts
CID000004900,CID005353980,C0027497
CID000001065,CID000216326,C0015967
CID000002550,CID000003672,C0002962
93550,6201,interacts
CID000003640,CID000039765,C0023895
CID000002909,CID000003016,C0018801
CID000004205,CID000147912,C0035078
CID000003121,CID000005358,C0031039
CID000002585,CID000125889,C0085624
CID000003016,CID000004674,C0008033
CID000002187,CID000150311,C0022660
CID000002622,CID000004585,C0038395
CID000005029,CID000005039,C0008031
CID000003339,CID000062924,C0019209
CID000002818,4889,targets
CID000003121,CID000054688,C0013404
CID000000853,CID000005525,C0003467
CID000003658,CID000005372,C0013144
CID000003440,CID000039765,C0020649
386676,125058,interacts
6233,23118,interacts
CID000000450,CID000003075,C0085631
CID000003007,CID000003883,C0006444
CID000002088,CID000004052,C0027121
CID000005978,CID000072467,C0162429
CID000005487,CID000054454,C0030554
CID000004691,CID000004873,C0016242
CID000005038,CID000005203,C0005424
CID000005203,CID000005487,C0042029
CID000002662,CID000005215,C0085649
54464,7538,interacts
CID000003222,CID000003937,C0018681
CID000002477,CID000003339,C0013604
CID000003419,CID000004894,C0017152
501,873,interacts
CID000004635,CID000005029,C0013404
CID000004691,CID000005426,C1260880
8818,2054,interacts
CID000002477,CID000004889,C0038454
CID000054547,CID005311297,C0231218
CID000003639,CID000054808,C0002962
CID000002250,CID000004585,C0032617
CID000003488,CID000004691,C0017168
CID000002244,CID000002520,C0007859
CID000004112,CID000004583,C0017160
CID000003419,CID000005039,C0013595
CID000002585,CID000004679,C0018801
CID000005195,CID000005572,C0206062
CID000003516,CID000004253,C0042345
CID000003333,CID000003937,C0042769
CID000002978,CID000068740,C0037199
CID000002541,CID000054454,C0227791
CID000000444,CID000005095,C0019209
CID000004171,CID000054454,C0221776
CID000004594,CID005311297,C0011334
CID000005203,CID000005401,C0038454
CID000002771,CID000004943,C0013384
CID000002153,CID000005512,C0019209
CID000004917,CID000093860,C0018790
CID000004900,CID000119607,C0013404
CID000003749,CID000004635,C0018799
90135,11275,interacts
CID000003488,CID000005029,C0003862
CID000002666,CID000004845,C0003123
CID000005391,CID000059708,C0030312
558,3791,interacts
83660,9358,interacts
CID000002088,CID000003825,C0020040
CID000002083,CID000004510,C0005586
CID000002022,CID000003652,C0014868
CID000004666,CID000004679,C0235329
CID000004635,CID000005645,C0011206
CID000002550,CID000004585,C0027404
CID000002764,CID000003478,C0020437
CID000003108,CID000003440,C0085681
CID000002802,CID000005376,C0010709
CID000002118,CID000060831,C0035522
51069,6208,interacts
CID000005426,CID000054454,C0037052
CID000002909,CID000005496,C0020433
CID000002083,CID000003516,C0178415
CID000004112,CID000004168,C0015544
7324,81786,interacts
CID000004253,CID000005651,C0035078
CID000004212,CID000004917,C0009938
9478,60,interacts
CID000003075,CID000004112,C0917799
CID000003957,CID000004635,C0010054
CID000002083,CID000004411,C0017574
CID000003157,CID000003158,C0006277
CID000002244,CID000002802,C0002871
CID000003672,CID000004595,C0022661
CID000000853,CID000005203,C0264906
CID000004253,CID000005732,C0034902
CID000003957,CID000004159,C0028734
CID000003883,CID000004510,C0011882
CID000004635,CID000027661,C0030252
5592,55366,interacts
CID000005267,CID000124087,C0016169
CID000003143,CID000003419,C0011175
CID000002462,CID000002471,C0020649
57511,22796,interacts
CID000003325,CID000003446,C0231528
CID000001690,CID000002088,C0004144
CID000004158,CID000004236,C0031256
CID000003386,CID000005512,C0035455
CID000002678,CID000005184,C0013604
CID000004927,CID003002190,C0151904
CID000002907,CID000004674,C0014118
CID000003883,CID000062924,C0032227
CID000003958,CID000004594,C0040034
CID000002585,CID000005358,C0267596
CID000002895,CID000003476,C0086543
CID000003222,CID000130881,C0011849
2051,2049,interacts
CID000000596,CID000004053,C0015695
CID000002162,CID000004107,C0149521
CID000000143,CID000060953,C0311394
CID000002812,CID000005645,C0013362
CID000002895,CID000125889,C0018939
CID000004691,CID000060854,C0025061
CID000004168,CID000004171,C0020651
CID000003702,CID000019090,C0015672
CID000003958,CID000032797,C0039240
CID000002541,CID000004679,C0038358
CID000000444,CID000003826,C0080274
CID000002662,CID000003348,C0038362
CID000003154,CID000004594,C0314719
2852,114,interacts
CID000003661,CID000004168,C0020458
CID000003672,CID000054454,C0039231
CID000060865,CID000119607,C0020538
CID000003075,CID000028112,C0015468
CID000006691,CID000124087,C0018939
CID000003168,CID000003883,C0151766
CID000002803,CID000004595,C0392699
CID000004917,CID000005372,C0027404
CID000002022,CID000038904,C0221150
CID000003003,CID000004107,C0011615
89941,1124,interacts
CID000000937,CID000001302,C0007282
CID000005152,CID005311297,C0027121
CID000003325,CID000005358,C0003467
CID000002524,CID000003405,C0042109
CID000000085,CID000003883,C0042963
CID000002802,CID000003750,C0011991
CID000004046,CID000004171,C0013298
7189,140707,interacts
CID000004594,CID000005523,C0023895
63899,51202,interacts
CID000005650,CID004183806,C0003862
8833,5198,interacts
CID000003062,CID000004674,C0000768
CID000004635,CID000005734,C0158328
CID000003883,CID000004674,C0917801
1729,5976,interacts
CID000004510,CID000004927,C0020625
CID000003962,CID000004585,C0001339
CID000003158,CID000004168,C0030196
9743,2534,interacts
CID000004253,CID000004900,C0040034
CID000004158,CID000004409,C0522055
CID000006691,CID000104741,C0000768
CID000004170,CID000027661,C0242184
CID000002658,CID000002786,C0026821
CID000005212,CID000005291,C0027497
10189,51585,interacts
8359,83933,interacts
CID000002909,CID000005412,C0344232
CID000003883,CID000005245,C1384666
CID000002806,CID000150311,C0085631
CID000005039,CID000027661,C0030920
CID000077999,CID000110634,C0241353
CID000004485,CID000156419,C0011615
CID000003937,CID000004201,C0018808
CID000003958,CID000028112,C0036454
CID000005073,CID000005391,C0020456
CID000004927,CID005311048,C0038999
2691,59350,interacts
CID000002749,CID000032797,C0019158
CID000062924,CID003002190,C0019158
CID000001775,CID000005215,C0008311
CID000001302,CID000003488,C0021390
CID000002250,CID000003648,C0000737
CID000002083,CID000002818,C0042029
9037,11093,interacts
54101,7768,interacts
27316,51691,interacts
CID000003658,CID000003878,C0702166
CID000004449,CID000004856,C0917799
84078,222235,interacts
1630,126147,interacts
CID000003937,CID004183806,C0032227
CID000004168,CID000216326,C0235974
CID000002088,CID000003379,C0020443
CID000004058,CID000004595,C0027424
CID000005234,CID000062924,C0036508
2307,23314,interacts
CID000001983,CID000005073,C0085593
5042,23369,interacts
CID000004158,CID005311297,C0013362
CID000002576,CID000003676,C0008325
CID000003121,CID000003461,C0031039
3326,339416,interacts
CID000002088,CID003468412,C0017672
CID000003957,CID000005203,C0022104
CID000002812,CID000004917,C0000737
CID000004253,CID000150311,C0039070
CID000003121,CID000054454,C0037578
CID000005523,CID000005544,C0031542
CID000003003,CID000003658,C0009763
388697,11218,interacts
CID000002311,CID000004034,C0013144
CID000002162,CID000002812,C0011991
CID000002250,CID000003826,C0267596
3688,83987,interacts
CID000003440,CID000005267,C0003868
CID000005203,CID000122316,C0151786
CID000060831,CID000083786,C0006267
CID000004411,CID000123620,C0013404
CID000003386,CID000010631,C0015230
CID000000581,CID000004259,C0017168
CID000054688,CID006398525,C0041657
CID000003032,CID000005203,C0026821
CID000002311,CID000004205,C0012813
7096,653781,interacts
CID000002477,CID000005002,C0033246
CID000002803,CID005311297,C0003504
CID000004112,CID000034312,C0027726
CID000003672,CID000004091,C0235896
CID000003672,CID000005650,C0242362
CID000003016,CID000003954,C0085606
CID000001983,CID000003957,C0019163
CID000003954,CID000060147,C0151786
CID000004889,CID000005732,C0017565
CID000001046,CID000002764,C0007784
CID000003639,CID000005005,C0038362
7060,3696,interacts
CID000005038,CID000005544,C1456784
CID000003003,CID000123631,C1145670
CID000002978,CID000005544,C0085631
CID000000450,CID000003478,C0011175
CID000005212,CID000123620,C0043094
CID000003958,CID005481350,C0917801
CID000004091,CID000005426,C0012569
CID000001302,CID005353980,C0019557
CID000003310,CID000003559,C0008350
CID000000853,CID000004991,C0024205
CID000002284,CID005311048,C0242184
CID000083786,CID005493381,C0036983
CID000002153,CID000002585,C0235946
CID000004034,CID000028112,C0037199
4159,5697,interacts
CID000005372,CID000008953,C0015469
CID000002284,CID000003463,C0231528
CID000003652,CID000004485,C0031117
CID000006691,CID003085017,C0015256
CID000002678,CID000004107,C0022104
CID000003937,CID000005732,C0026975
4214,55041,interacts
CID000003345,CID000032797,C0011849
8290,65057,interacts
CID000004635,CID000004900,C0013384
1627,22924,interacts
CID000003032,CID000005717,C0031099
CID000008953,CID000054454,C0026764
51069,113675,interacts
284086,5286,interacts
CID000003075,CID000032797,C0008031
CID000003308,CID000003676,C0019080
CID000005512,CID004475485,C0014591
CID000004499,CID000004635,C0750426
CID000002487,CID000119607,C0042024
CID000003958,CID000152945,C0003126
CID000004819,CID000150311,C0004096
CID000004666,CID000006691,C0019079
CID000005487,CID000130881,C0085593
CID000000937,CID000004873,C0035522
CID000003345,CID000004609,C0011127
CID000004201,CID000077999,C0002994
CID000001690,CID000003152,C0039240
CID000003016,CID000003075,C0043094
CID000003365,CID000003899,C0011991
CID000003749,CID000003883,C0085615
CID000002520,CID000060164,C0014591
CID000004158,CID000054688,C0243026
CID000000942,CID000002771,C0040435
CID000004927,CID004183806,C0012833
CID000004595,CID000004885,C0267596
CID000003640,CID000005203,C0025222
CID000003325,CID000005426,C0032285
CID000003367,CID000003937,C0004030
CID000004509,CID000005538,C0085584
CID000003958,CID000004171,C0031117
CID000003386,CID000083786,C0041582
CID000002771,CID000125889,C0009782
CID000004635,CID000004911,C0041912
CID000001983,CID000068740,C0034069
CID000002171,CID000125889,C0041755
64772,27159,interacts
CID000003961,CID000005514,C0027497
CID000002666,CID000005090,C0034887
CID000003016,CID000054374,C0013404
CID000002662,CID000003937,C0025289
CID000003075,CID000004510,C0042963
CID000005002,CID000005291,C0027424
CID000001065,CID000002269,C0002622
CID000002786,CID000003640,C1145670
CID000004679,CID000005523,C0042384
112817,10840,interacts
CID000002895,CID000062924,C0007859
64241,4854,interacts
CID000004943,CID000005203,C0020649
CID000004419,CID000005064,C0018681
CID000002244,CID000005719,C0009938
CID000003325,CID000003883,C0008767
CID000003937,CID001349907,C0013491
CID000004052,CID000005651,C0038002
CID000001983,CID000009052,C0149871
23317,4914,interacts
CID000004411,CID000005090,C0039240
CID000003746,CID000019090,C0022660
CID000003003,CID000003461,C0020456
7311,2597,interacts
CID000003488,CID000004583,C0008350
CID000002022,CID000004170,C0004604
CID000003658,CID000004900,C0008031
CID000005379,CID000060854,C0022104
CID000002764,CID000041774,C0020621
CID000005090,CID000005454,C0009676
CID000002764,CID000003003,C0011860
1232,3579,interacts
CID000002118,CID005311297,C0149725
CID000003348,CID000004052,C0040435
CID000004873,CID000005512,C0019291
CID000004634,CID000062924,C0001546
CID000003461,CID000004253,C0002064
57593,1021,interacts
CID000003325,CID000004674,C0020437
6472,5832,interacts
CID000005732,CID000054454,C0005818
CID000004873,CID000005408,C0039240
CID000002802,CID000004107,C0017152
CID000001983,CID000002720,C0018824
CID000000159,CID000005651,C0243026
6626,7098,interacts
CID000001983,CID000667490,C0041755
2837,2797,interacts
CID000000450,CID000004513,C0678222
CID000004168,CID000005212,C0022346
CID000003749,CID000004917,C0027051
CID000002678,CID000003961,C0026946
CID000003446,CID000131536,C0001122
51434,10425,interacts
CID000003016,CID000004614,C0039070
CID000002907,CID000064147,C0039231
7189,10890,interacts
CID000003899,CID000005352,C0000737
CID000004829,CID000004920,C0012813
CID000002088,CID000004543,C0022116
CID000003042,CID000005073,C0020458
CID000003702,CID000005090,C0000737
CID000003333,CID000443871,C0029408
CID000003365,CID000003446,C0023467
CID000004510,CID000005039,C0022658
CID000004034,CID000004585,C0009938
CID000001065,CID000005064,C0007642
CID000002585,CID000003350,C0221776
CID000001972,CID000002142,C0021845
CID000003825,CID000004107,C0041657
CID000003440,CID000004107,C0004610
CID000003161,CID000003937,C0235896
CID000000444,CID000002786,C0015802
7846,57695,interacts
CID000004159,CID000508230,C0003962
CID000000581,CID000003958,C0036983
CID000003652,CID000005039,C0001418
CID000002631,CID000005726,C0032300
50848,5582,interacts
CID000003937,CID000004499,C0009241
CID000004829,CID000004927,C0013384
CID000002891,CID000004829,C0001339
CID000003325,CID000004917,C0004604
151636,23304,interacts
CID000000937,CID000003702,C0013395
8928,4086,interacts
CID000003062,CID005353980,C0002878
CID000004451,CID000005212,C0004093
CID000000143,CID000002909,C0040822
CID000002244,CID000002609,C0032285
CID000004614,CID000005035,C0010709
CID000002771,CID000004635,C0032227
CID000004900,CID000005291,C0010692
CID000003639,CID000068740,C0031039
CID000005538,CID000152945,C0205929
CID000005732,CID000041781,C0014130
CID000004158,CID000005073,C0010692
CID000000853,CID000004409,C0040259
CID000001690,CID000170361,C0019196
CID000002022,CID000002656,C0267112
CID000002250,CID000004635,C0398353
CID000003478,CID000004829,C0037315
CID000003372,611,targets
CID000004513,CID000005735,C0314719
CID000003958,CID000004034,C0080194
CID000003958,CID000005372,C0018099
CID000002083,CID000004409,C0231218
CID000003749,CID000004927,C0022116
26168,1021,interacts
CID000002818,CID000003463,C0151827
CID000002083,CID000003339,C0038454
CID000003016,CID000004635,C0037995
CID000002541,CID000003958,C0026846
513,528,interacts
CID000004506,CID000005073,C0020456
CID000003890,CID000060831,C0014724
CID000005035,CID000443871,C0085631
CID000004614,CID000004889,C0398353
CID000002083,CID000002249,C0004134
CID000004583,CID006398525,C0023518
CID000004601,CID000005358,C0003862
CID000003016,CID000091270,C0038999
CID000002471,CID000003154,C0003850
80176,92591,interacts
CID000002267,CID000004510,C0039503
CID000002269,CID000019090,C0027051
CID000003108,CID000054454,C0917798
9500,92609,interacts
CID000003746,CID000005544,C0027339
CID000002585,CID000004829,C0442874
CID000003961,CID000004411,C0020461
2670,166,interacts
CID000004058,CID005311297,C0027497
5747,4893,interacts
CID000004052,CID000004900,C0042571
CID000002153,CID000003937,C0032285
CID000004052,CID000004259,C0016204
CID000001983,CID000003877,C0017565
CID000003348,CID000004034,C0042029
CID000004585,CID000005394,C0032285
CID000001972,CID000005651,C0424230
CID000005391,CID005311297,C0003564
CID000002802,CID000034312,C0149696
CID000000271,CID000093860,C0041657
CID000005352,CID005353980,C0001418
CID000003062,CID000062924,C0032302
CID000056339,CID000059708,C0232492
CID000002771,CID000060754,C0004093
CID000002895,CID000041781,C0344232
CID000004449,CID000123620,C0149512
CID000004171,CID000005040,C0020557
CID000004900,CID000005544,C0036572
CID000002802,CID000004585,C0006852
CID000003419,CID000005002,C0017979
CID000003003,CID000003345,C0002390
CID000005538,CID006447131,C0017152
CID000002895,CID000060835,C0152031
2916,183,interacts
CID000000838,CID000004691,C0002994
5597,2010,interacts
CID000000143,CID000000772,C0003537
CID000003958,CID000151165,C0032227
CID000004609,CID000054374,C0018790
CID000002083,CID000003446,C0018524
3002,5294,interacts
CID000002477,CID000004873,C0002170
CID000005203,CID000005391,C0030196
140838,3615,interacts
5604,5321,interacts
CID000024486,CID000130881,C0018681
CID000004168,CID000060696,C0018790
CID000004674,CID000054374,C0016382
CID000003152,CID000005090,C0026946
51263,9553,interacts
CID000005090,CID000005734,C0004093
CID000002650,CID000003310,C1145670
8359,6599,interacts
6161,84450,interacts
CID000003032,CID000034312,C0035455
6010,408,interacts
6147,497661,interacts
6251,1665,interacts
708,4171,interacts
CID000004894,CID006435110,C0011168
CID000004829,CID000059708,C0022346
CID000003032,CID000004044,C0041909
CID000002083,CID000002554,C0085606
CID000003003,CID000004634,C0040822
CID000003386,CID000003958,C0020456
CID000004510,CID000060696,C0041834
CID000002250,CID005481350,C0004144
CID000002576,CID000004253,C0019322
55706,23279,interacts
284194,6449,interacts
CID000003672,CID001349907,C0149514
346562,3579,interacts
8916,10273,interacts
CID000004253,CID000004691,C0019079
51503,6636,interacts
CID000115237,1813,targets
CID000002477,CID000005732,C0024902
CID000004449,CID000005090,C0014724
40,9311,interacts
CID000000853,CID000003255,C0311394
CID000003957,CID000059708,C0016382
CID000002806,CID000003152,C0162316
CID000002092,81491,targets
CID000002802,CID000005391,C0149725
CID000001065,CID000003161,C0006840
CID000000942,CID000003386,C0013404
CID000004691,CID000005035,C0018946
CID000004691,CID000104741,C0700200
51678,4830,interacts
CID000002083,CID000004616,C0013144
CID000004205,CID000004510,C0017168
CID000005090,CID000054688,C0080194
CID000004634,CID000005090,C0025323
CID000002712,CID000003958,C0149871
10490,7979,interacts
CID000003883,CID000005426,C0021311
CID000000853,CID000003883,C0001969
5267,22915,interacts
CID000003007,CID000004236,C0043094
885,886,interacts
CID000002462,CID000003386,C0009193
CID000003405,CID000005002,C0013473
8085,1017,interacts
CID000002764,CID000002895,C0004601
CID000004635,CID000060953,C0699790
57016,3098,interacts
CID000000564,CID000003958,C0029925
CID000003957,CID000004679,C0973461
CID000005090,3351,targets
CID000004595,CID000004856,C0027424
CID000002907,CID000005496,C0042029
CID000003348,CID000005005,C0030193
847,308,interacts
CID000003676,CID000003937,C0027497
CID000002666,CID000003494,C0037299
CID000000772,CID000041693,C0035410
CID000003372,CID000005391,C0013221
CID000005038,CID005311048,C0018944
CID000002022,CID000003350,C0009319
9847,54557,interacts
CID000003958,CID003085017,C0002994
CID000000937,CID000003826,C0030196
CID000003255,CID000003658,C0041657
CID000002118,CID000005039,C0085605
CID000000772,CID000005651,C0035854
CID000002250,CID000019090,C0034065
CID000004044,CID000004616,C0020649
CID000002578,CID000003640,C0013922
CID000002308,CID000005391,C0004238
79029,55732,interacts
CID000002284,CID000002764,C0042510
CID000002771,CID000003075,C0024050
84215,91748,interacts
CID000004900,CID000005038,C0497327
CID000003345,CID000060815,C0022660
CID000004894,CID000123620,C0036508
CID000002284,CID000003121,C0037284
CID000004171,CID000005090,C0038358
CID000000143,CID000001983,C0235329
3003,2999,interacts
CID000003365,CID006398525,C0085649
CID000003637,CID000005650,C0015967
4337,116138,interacts
CID000004171,CID000004691,C0242362
CID000001983,CID006398525,C0085584
CID000001302,CID000002162,C0029134
CID000000444,CID000005523,C0575081
CID000002713,CID000005234,C0021845
CID000005203,CID000005234,C0007787
CID000002554,CID000005245,C0036572
CID000027686,CID000054688,C0017168
CID000002891,CID000003446,C0007787
CID000002891,CID000004052,C0152128
CID000004927,CID000151165,C0030305
CID000002088,CID000002250,C0043096
CID000003157,CID006398525,C0020456
CID000004616,CID000005039,C0043096
CID000002524,CID000005544,C0043096
CID000060795,CID000077999,C0018932
CID000002656,CID000005735,C0018681
57647,6208,interacts
CID000004691,CID000005035,C0022346
CID000004585,CID000004601,C0018916
54998,51318,interacts
CID000003640,CID000060831,C0149871
CID000002786,CID000005523,C0011168
CID000003075,CID000027686,C0030193
CID000004485,CID000004873,C0190211
CID000004425,CID000083786,C0019360
CID000002610,CID000003393,C0021390
CID000004999,CID000028112,C0009763
CID000002806,CID000003957,C0016053
CID000002771,CID000060147,C0030193
CID000003676,CID000005578,C0027497
CID000001775,CID000002806,C0013395
CID000002732,CID000003333,C0015967
CID000003222,CID000150311,C0023798
CID000000271,CID000003440,C0267112
CID000002083,CID000003333,C0034063
CID000004409,CID000005544,C0151766
CID000004091,CID000065999,C0035078
CID000003877,CID000074989,C0027707
CID000004635,CID000060854,C0009319
65264,6477,interacts
CID000002802,CID000003062,C0020651
CID000002803,CID003468412,C0020672
CID000004873,CID000005523,C0004144
CID000003325,CID000003899,C0038663
CID000000596,CID000002022,C0039239
CID000003516,CID000003658,C0041834
CID000004236,CID000010631,C0020443
CID000002764,CID000004173,C0016807
CID000003345,CID000003958,C0008350
CID000003032,CID000003658,C0039239
CID000001117,CID005311048,C0232492
CID000002764,CID000003016,C0010709
CID000003152,CID000004159,C0006277
CID000004264,CID000004900,C0040822
CID000004585,CID000005478,C0085602
CID000004585,CID000005512,C0497247
CID000000772,CID000004679,C0000737
CID000004594,CID000005379,C0019079
CID000002435,CID000002803,C0021092
CID000003461,CID000004609,C0008311
CID000003883,CID000062924,C0003467
